uniqueid,hhid,surveyid,surveyor,surveydate,surveytime,survey_complete,superpresent,scrutinizedyn,backcheckedyn,sex,age,educ,income,addressdur,addressdur_unit,areadur,areadur_unit,occupation,occupationother,castename,castecode,literateyn,treatment,own4wheeleryn,own4wheelernum,own4wheelervalue,own4wheelertheft,own4wheelertheftnum,theftfromcaryn,theftfromcarnum,own2wheeleryn,own2wheelernum,own2wheelervalue,own2wheelertheft,own2wheelertheftnum,own2wheelertheftvictim_1,own2wheelertheftvictim_2,cycleownyn,cycleownnum,cycleownvalue,cycletheftyn,cycletheftnum,cycletheftvictim_1,cycletheftvictim_2,burglaryyn,burglarynum,attemptedburglaryyn,attemptedburglarynum,vandalismyn,vandalismnum,trespassingyn,trespassingnum,robberyyn,robberynum,robberyvictim_1,robberyvictim_2,theftyn,theftnum,theftvictim_1,theftvictim_2,thanavisityn,thanavisitreason,thanavisitreason_other,surveytime2,thanavisitreason_other2,exit,base_age,base_income,base_educ
319,1512037,314,Mary,10102014,6384,1,0,1,0,2,53,0,2559,55,1,2,3,1,,VAISHNO,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,106.4,NA,1,52,3279,None or anganwadi
320,1512039,310,Peter,09112014,7077,1,0,1,0,1,30,8,2459,60,1,60,2,1,,JAAT,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.95,NA,1,29,3842,8
321,1512044,312,Peter,11132013,8400,1,0,1,0,1,51,9,976,32,3,32,4,10,,JAIN,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3344,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,140,NA,1,50,2667,9
322,1513002,335,Mary,09212014,5899,1,0,1,0,1,32,0,2483,32,1,32,1,3,,REGAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.316666,NA,1,31,1843,None or anganwadi
323,1513005,349,Benjamin,09212013,7323,1,0,1,0,1,55,0,556,55,1,55,1,1,,BARAI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3029,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.05,NA,1,54,3127,None or anganwadi
324,1513007,348,Benjamin,08242014,6732,1,0,1,0,1,30,0,1871,60,1,60,4,1,,GUJAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To say hello/to chat,,112.2,NA,1,29,2832,None or anganwadi
325,1513010,343,Mary,09182014,10181,1,0,1,0,2,38,0,2357,40,1,40,1,2,, JAAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,169.68333,NA,1,37,878,None or anganwadi
326,1513039,306,Sam,12222014,5822,1,0,1,0,2,62,0,3875,62,2,62,3,2,,HARIJAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,97.033333,NA,1,61,3224,None or anganwadi
327,1513043,296,Mary,08282014,7990,1,1,1,1,1,50,0,1422,50,1,50,2,2,,REGAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2927,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,133.16667,NA,1,49,3545,None or anganwadi
328,1513047,297,Mary,09132013,5701,1,0,1,0,2,75,0,2265,60,1,60,2,4,,REGAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3353,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,95.01667,NA,1,74,2148,None or anganwadi
329,1513050,292,Mary,12142014,6104,1,0,1,1,1,48,10,2285,30,1,30,4,10,,SINDHI,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3467,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,101.73333,NA,1,47,3716,10
330,1513057,294,Sam,11302013,8323,1,0,1,1,1,54,0,2348,54,1,54,2,2,,KHATIK,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3013,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.71666,NA,1,53,2546,None or anganwadi
331,1514013,286,John,09282014,6890,1,0,1,0,2,1974,0,1657,60,1,60,1,1,,KAUR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2570,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.83334,NA,1,1974,2256,None or anganwadi
332,1514016,287,John,08282013,6666,1,0,1,1,1,86,5,2012,86,1,86,2,1,,"KALAL,",NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,3122,2,NA,NA,NA,1,1,3416,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,111.1,NA,1,85,1869,5
333,1514027,283,Peter,11192013,6302,1,0,1,1,2,68,0,3329,68,1,68,1,1,,KUMAWAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2759,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,105.03333,NA,1,67,1672,None or anganwadi
334,1514048,280,John,10252013,6870,1,0,1,0,1,60,0,2448,60,2,60,3,1,,GURJAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2969,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,114.5,NA,1,59,3737,None or anganwadi
335,1515003,291,Grace,11262013,6496,1,0,1,0,2,29,0,4640,6,2,3,4,98,Private School Teacher,KHAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.26667,NA,1,28,1640,None or anganwadi
336,1515021,259,Anna,11122013,5906,1,0,1,0,1,28,8,3272,35,2,35,4,3,,SHEIKH,NA,1,0,1,1,3406,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,3323,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,98.433334,NA,1,27,973,8
337,1515032,258,Anna,08182013,8422,1,0,1,0,1,50,0,2577,50,1,50,1,9,,SAYED,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3370,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,140.36667,NA,1,49,502,None or anganwadi
338,1515033,358,John,09202014,6393,1,0,1,NA,1,42,7,1397,42,1,42,1,4,,"JAFRI,",NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
339,1515049,250,Anna,11212014,6746,1,0,1,1,1,1986,6,4445,28,3,28,3,3,,SINDHI,NA,1,0,1,2,3391,0,NA,0,NA,1,4,3041,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-999,NA,2,NA,-999,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
340,1516017,309,Benjamin,12112014,6102,1,0,1,0,1,1985,9,3540,48,2,5,3,1,,"MUSLIM,",NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.7,NA,1,1985,3056,9
341,1516025,293,John,08102014,7449,1,0,1,0,1,1974,14,2307,65,1,65,2,10,,CHEETA,NA,1,1,1,1,2960,0,NA,0,NA,1,2,3118,2,NA,NA,NA,1,3,2530,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,Other,DUSRON KE LIYE,124.15,NA,1,1974,1075,Graduate
342,1516026,305,Grace,10202014,8170,1,0,1,0,2,54,5,3014,55,1,55,4,10,,JAIN,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3290,2,NA,NA,NA,1,1,2726,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,136.16667,NA,1,53,2218,5
343,1516029,300,Grace,10202014,8964,1,0,1,0,2,30,0,2538,35,2,35,2,2,,KUMAHAR,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3431,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,149.39999,NA,1,29,1207,None or anganwadi
344,1516043,301,Benjamin,12282014,7041,1,0,1,0,1,33,14,2233,60,2,33,3,1,,SUTAR,NA,1,0,1,1,2853,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,3009,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.35,NA,1,32,1035,Graduate
345,1517011,356,Anna,09102013,7352,1,0,1,1,1,45,0,1211,40,1,40,1,1,,JAAT,NA,0,1,1,1,3003,0,NA,0,NA,1,1,2593,2,NA,NA,NA,1,1,2783,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,122.53333,NA,1,44,2930,None or anganwadi
346,1517016,352,David,11152013,7769,1,0,1,0,1,35,0,3558,35,2,2,3,2,,MANI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,129.48334,NA,1,34,1611,None or anganwadi
347,1517028,346,Mary,10212013,7409,0,0,1,0,2,70,8,1401,42,2,20,4,6,,KAUR.,NA,1,0,1,1,2589,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,2,3473,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,123.48333,NA,1,69,2722,8
348,1517049,339,Caroline,09152014,8304,0,0,1,0,1,65,0,2279,65,2,65,4,1,,GURJAR.,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.39999,NA,1,64,2843,None or anganwadi
349,1518003,316,Benjamin,12142013,7706,1,0,1,0,1,30,8,3406,9,1,9,1,2,,SHEIKH,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,128.43333,NA,1,29,4060,8
350,1518010,326,Caroline,10112013,7730,1,0,1,0,2,28,0,3793,7,1,7,2,5,,MUSALMAN,NA,0,1,2,NA,NA,NA,NA,NA,NA,1,1,2560,2,NA,NA,NA,1,1,3176,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
351,1518021,319,Mary,12272013,7541,1,0,1,0,1,63,10,2628,63,1,46,1,9,,RAWAT,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3460,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.68333,NA,1,62,517,10
352,1518024,317,Benjamin,12152013,5861,1,0,1,0,1,53,10,2141,53,1,53,2,6,,RAWAT,NA,1,0,1,2,2515,0,NA,0,NA,1,3,3140,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,97.683334,NA,1,52,2038,10
353,1518038,330,Benjamin,11272014,7038,1,0,1,0,2,42,0,4352,25,1,25,4,2,,JAAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.3,NA,1,41,2032,None or anganwadi
354,1518050,318,Joseph,10162013,7903,1,0,1,1,2,45,5,4547,60,1,60,2,6,,RAWAT,NA,1,0,2,NA,NA,NA,NA,NA,NA,1,1,3063,2,NA,NA,NA,1,1,2671,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1,2,NA,NA,NA,2,NA,NA,NA,2,,,131.71666,NA,1,44,3732,5
355,1519008,333,Sam,08192013,8224,0,0,1,0,1,35,8,3292,35,1,35,1,5,, KUMHAR,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,137.06667,NA,1,34,3942,8
356,1519025,329,Anna,10262013,7120,1,0,1,0,2,55,0,3147,55,1,55,3,2,,CHAUDHARY,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.66666,NA,1,54,1416,None or anganwadi
357,1519029,350,Anna,08152013,7636,1,0,1,0,2,90,0,2180,90,1,80,2,1,,JAAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,127.26667,NA,1,89,3766,None or anganwadi
358,1519039,321,Grace,10242014,6275,1,0,1,0,2,35,0,2776,40,1,40,1,1,,DESHWALIA,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2806,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.58334,NA,1,34,3146,None or anganwadi
359,1519042,323,Anna,11122014,6566,1,0,1,0,2,22,0,1961,28,1,28,3,2,,MUSALMAN,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,3394,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,NA,NA,NA,NA,NA,NA
360,1520001,344,Anna,09182013,8065,1,0,1,0,2,20,0,1452,60,1,60,1,3,,GU JAR,NA,0,1,1,1,2696,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,3183,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,134.41667,NA,1,19,3092,None or anganwadi
361,1520034,347,Caroline,08122013,7146,1,0,1,0,1,76,0,3454,76,1,76,2,1,,BAWRI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3265,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,1,To register a Crime,,119.1,NA,1,75,4546,None or anganwadi
362,1520037,336,John,09162014,5641,1,0,1,1,2,42,0,2214,42,1,42,1,2,,"BABRI,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,94.01667,NA,1,41,4194,None or anganwadi
363,1520042,354,David,10172013,6327,1,0,1,0,2,35,0,3806,40,1,40,2,4,,DAROGA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,105.45,NA,1,34,3375,None or anganwadi
364,1520043,345,David,12302013,7295,1,0,1,0,2,25,0,1191,30,1,30,1,2,,KHATIK,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-999,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,121.58334,NA,1,24,2620,None or anganwadi
365,1520047,341,John,12162014,7252,1,0,1,0,1,70,0,3835,70,2,70,4,1,,DO KIA,NA,0,0,1,1,3485,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,120.86667,NA,1,69,2281,None or anganwadi
366,1601012,521,John,12112013,6302,1,0,1,0,1,28,7,2740,15,2,2,3,4,,SONI,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,3009,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,105.03333,NA,1,27,4044,7
367,1601017,514,Benjamin,09202014,7501,1,0,1,1,2,25,0,1903,30,1,30,1,3,,DW IPO,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,2534,2,NA,NA,NA,1,1,3407,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,125.01667,NA,1,24,3594,None or anganwadi
368,1601023,508,Benjamin,08162013,4746,1,0,1,1,1,66,0,3465,66,2,66,2,1,,MEGHWAL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,79.099998,NA,1,65,605,None or anganwadi
369,1601028,511,Grace,10212013,6955,1,0,1,0,2,50,0,3525,50,1,50,4,1,,GOSWAMI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3130,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,115.91666,NA,1,49,66,None or anganwadi
370,1601029,519,Grace,12242013,5806,1,0,1,1,2,35,0,2718,40,1,40,2,5,,CH AMPAWAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,1,1,3344,2,NA,NA,NA,1,1,3172,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,96.76667,NA,1,34,2296,None or anganwadi
371,1601030,507,Grace,12232013,9694,1,0,1,1,1,45,0,648,45,4,45,4,5,,CHOKIDAR,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,3481,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,161.56667,NA,1,44,2371,None or anganwadi
372,1601038,509,Mary,10142013,7021,1,0,1,0,1,35,9,3294,70,1,70,3,1,,JAT,NA,1,1,1,1,3361,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,1,1,2933,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,117.01667,NA,1,34,2301,9
373,1601055,505,Mary,09112014,8315,1,0,1,0,1,53,1,2988,53,1,53,1,2,,MEGHWAL,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2578,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,138.58333,NA,1,52,5392,1
374,1602005,432,Benjamin,12202013,6538,1,0,1,0,2,38,0,4172,40,1,40,1,1,,BABRI,NA,0,0,1,1,3177,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.96667,NA,1,37,1740,None or anganwadi
375,1602017,431,Mary,09302014,8995,1,0,1,0,1,NA,0,2323,83,1,83,1,1,,GUGEDBAN,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,149.91667,NA,1,NA,2253,None or anganwadi
376,1602028,430,Benjamin,08172014,5992,1,0,1,1,1,49,9,3661,49,1,49,2,1,, NAIK,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,99.866669,NA,1,48,2542,9
377,1602035,450,Mary,09252013,8582,1,0,1,0,1,35,0,2687,35,1,30,2,1,,DHAKA,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,143.03334,NA,1,34,369,None or anganwadi
378,1602045,463,Benjamin,12162013,6488,1,0,1,0,2,65,0,3028,60,1,60,4,1,,JAT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,108.13333,NA,1,64,3203,None or anganwadi
379,1602052,458,Benjamin,10102013,6287,0,0,1,0,2,79,0,1725,79,1,79,4,1,,KAGAT,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,2887,2,NA,NA,NA,-999,NA,2,NA,-999,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,104.78333,NA,1,78,4160,None or anganwadi
380,1602053,461,Mary,10262014,6102,0,0,1,0,1,1985,7,3619,79,2,10,2,1,,RAVNA RAJPUT,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,101.7,NA,1,1985,3501,7
381,1602059,465,Mary,08122014,6826,1,0,1,1,2,70,0,1429,75,1,75,1,1,,MEGHWAL,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,-997,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,113.76667,NA,1,69,2989,None or anganwadi
382,1603009,451,David,10172013,7190,1,0,1,0,2,65,0,1969,70,1,70,3,1,,JAT,NA,0,1,1,1,2673,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,119.83334,NA,1,64,1351,None or anganwadi
383,1603018,433,David,10102014,7470,1,0,1,1,1,48,0,3281,48,1,3,3,6,,PRAJAPATI,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.5,NA,1,47,3133,None or anganwadi
384,1603025,437,Benjamin,11192013,7090,1,0,1,0,2,35,0,1614,85,1,16,1,3,, BAVARI,NA,0,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,118.16666,NA,1,34,2190,None or anganwadi
385,1603030,436,David,09242013,6813,1,0,1,0,2,50,0,1709,40,2,40,3,1,,RAJPUT,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,113.55,NA,1,49,1646,None or anganwadi
386,1603033,440,Sam,08272014,7923,0,0,1,0,1,55,5,1484,55,3,55,4,1,,NATH,NA,1,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,132.05,NA,1,54,2065,5
387,1603039,486,Sam,09122013,8529,1,0,1,0,1,1977,10,4625,50,1,50,4,1,,VISHNOI,NA,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,142.14999,NA,1,1977,2705,10
388,1603046,457,Benjamin,11162013,7451,1,0,1,0,2,27,0,914,65,3,65,3,1,,MEGHWAL,NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,124.18333,NA,1,26,3393,None or anganwadi
389,1603060,453,Sam,08232013,6659,1,0,1,0,2,45,0,2115,45,1,45,4,1,,"MEGHWAL,",NA,0,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,110.98333,NA,1,44,757,None or anganwadi
390,1604001,492,Mary,12212013,9370,1,0,1,1,1,22,10,1158,45,1,30,1,1,,DUGSTAWA,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2989,2,NA,NA,NA,1,1,3322,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,,,156.16667,NA,1,21,3729,10
